DetailedPOS_N-Gram,Frequency
CCP VBTS CCB JJN_CCP,10
VBTS CCB NNC RBW_CCP,10
CCT NNC CCB JJN_CCP NNC CCP,10
PRSP_CCP NNC RBR,10
NNC CCP RBF JJD,10
DTCP NNC CCB NNC CCA NNC,10
DTCP NNC_CCP VBTS CCB,10
CCT NNC CCP DTCP NNC,10
VBTS CCB NNC CCB NNP CCB,10
CCT NNC CCB PRSP_CCP NNC_PMP,10
NNP CCT DTCP JJD_CCP,10
CCB DTCP NNC CCP DTC DTCP,10
PRI CCT DTCP NNC LM,10
DTCP NNP CCT NNC,10
NNC LM RBF JJD,10
LM VBTS CCB_PMS,10
CCT DTP NNP NNP_PMC,10
NNC DTC NNP_PMC,10
NNPA CCT NNC CCB NNC,10
NNC CCT VBTR_CCP NNC,10
PRI_CCP NNC CCT NNC_CCP,10
NNC DTP NNP DTC,10
RBW_CCP NNP CCT NNC,10
NNP LM VBTS PMS NNC CCT,10
CCT NNC CCB NNC_CCP NNC,10
CCB NNP LM VBTR CCP,10
DTC PRSP_CCP NNC CCB NNC,10
NNP CCB NNP LM VBTS CCP DTC,10
CCP VBOF DTC JJD_CCP,10
CCT NNC CCB NNC DTC,10
CCB RBI DTC NNC,10
VBTS CCT DTCP NNC CCT,10
CCT JJD CCB NNC CCP,10
DTC RBD_CCP VBW,10
NNC CCP DTP NNP NNP DTC,10
CCT FW PMS NNC,10
NNC DTP NNP CCT NNC,10
NNP CCA DTC DTCP,10
NNP CCT NNC CCB NNC CCT,10
CCP VBOF DTC PRI_CCP,10
RBR CCT NNP NNP NNP_PMC,10
CDB CCP NNC CCA CDB,10
VBTS CCB NNP_CCP NNP CCB,10
DTC CCR PMS JJD,10
JJD_CCP NNP_CCP NNP CCB,10
NNP NNP NNP NNP LM VBTS CCP,10
CCT NNC CCB JJD_CCP NNC CCT,10
JJD_CCP NNC CCB NNC CCT NNP,10
DTC PRSP_CCP NNC CCT NNP,10
DTCP NNC CCB NNC CCP VBTS,10
CCP NNC CCT JJD_CCP NNC,10
VBTS CCT NNC CCB JJD_CCP,10
RBD_CCP VBW CCB DTCP,10
LM VBTR CCT NNP,10
DTC PRSP_CCP DTCP NNC_PMC,10
DTC DTCP NNC CCB NNC_CCP,10
VBTR_VBAF CCP DTC,10
PRSP_CCP JJN_CCP NNC CCT,10
CCT NNC_CCP NNP_PMP,10
PRI_CCP JJD CCT,10
PRO LM VBTR CCT,10
DTC DTCP NNP_CCP NNC,10
VBTS CCB NNC CCT DTCP,10
VBAF CCT PRI_CCP NNC CCB,10
LM VBW CCB NNC,10
CCP DTC NNC LM VBAF,10
NNP LM VBW CCB,10
CCB DTCP NNC CCT NNC CCB NNC,10
NNC CCP RBF VBTR,10
NNC CCT NNC CCB NNP CCT NNP,10
PRI_CCP NNC CCB NNC_CCP,10
CCB NNC LM VBTR_CCP,10
CCR CCT NNC CCA,10
CCP VBW CCB NNC CCT,10
CCA RBD_CCP VBOF,10
NNC CCP NNC CCB NNC LM,10
DTCP NNC_CCP NNC LM,10
CCP RBD_CCP VBW CCB,10
NNC DTC JJD CCP NNC,10
CCB VBTS_CCP NNC,10
CCP VBTS CCB PRSP_CCP,10
NNC LM VBTS PMS NNC CCT,10
CCT CCT JJD_CCP NNC_PMP,10
LM VBTS CCB NNC RBL CCT,10
LM VBTS CCB NNC RBL,10
NNP LM VBTR_VBAF CCP,10
NNC RBL CCT PRSP_CCP,10
NNC CCT DTCP JJD CCP,10
NNC CCT NNC CCB VBW,10
DTC VBAF CCB NNC,10
NNC CCB NNP CCA NNP CCT,10
VBTR_VBAF CCT VBW,10
CCP VBTF CCB NNP,10
LM JJN_CCP NNC,10
DTP NNP LM NNC,10
DTCP JJD CCP NNC_PMC,10
CCR CCT PRSP_CCP NNC CCT,10
VBTS CCB PRI_CCP JJD CCP,10
VBTS CCB PRI_CCP JJD,10
DTC NNP NNP LM VBAF,10
NNP CCA DTC PRSP_CCP NNC,10
VBOF CCB NNC_CCP,10
CCB NNC CCT NNP_CCP,10
VBTS CCT NNC RBW,10
RBW_CCP NNP VBW,10
LM VBTS_CCP NNC,10
VBTR_VBAF CCP NNC CCB,10
JJD CCB NNC CCT NNC,10
CCT PRI RBI_CCP DTCP,10
PRI_CCP NNC CCT PRSP_CCP,10
DTC PRSP_CCP NNC LM VBTR,10
CCT DTCP NNC JJC CCB,10
CCP DTP NNP NNP CCA DTC,10
VBTS CCP VBN_CCP NNC,10
JJD_CCP NNC CCT NNC CCA,10
CCB NNC CCP VBAF CCB,10
CCB DTCP NNC PMS NNC,10
VBTS CCT NNC DTP,10
CDB CCP DTCP NNC CCP,10
CCA VBTS DTC NNC CCB,10
DTCP NNC CCP NNC_PMC,10
NNC CCR CCT PRSP_CCP,10
DTC VBTS CCP DTC NNC,10
JJD CCP DTP NNP,10
NNP LM VBH_CCP,10
NNP LM VBTS CCT NNC CCB NNC,10
VBTS CCB NNC_CCP NNC,10
LM VBTS CCP DTP NNP LM,10
VBTS DTP NNP CCP VBOF,10
VBTS PMS FW CCB,10
DTC JJN_CCP NNC_CCP NNC,10
CCT NNC CCB NNC_CCP JJD,10
NNC CCA VBTS DTC DTCP,10
CCP NNC CCT PRI,10
CCB PRI_CCP JJD_CCP NNC CCB,10
CCB NNC CCB NNPA_PMC,10
VBTR CCP VBW CCT,10
VBW CCT NNC CCA,10
NNC LM JJD CCT NNC,10
NNC CCT RBI_CCP,10
CCB NNP CCP DTC DTCP,10
JJD_CCP NNP CCA,10
CCA VBW DTC NNC,10
CCP NNC DTC VBAF,10
CCT NNC DTP NNP CCA,10
CCT NNC CCB NNPA CCT,10
PRI_CCP NNC CCP DTP,10
DTC NNP NNP LM VBTS CCB,10
NNC RBW CCT PRSP_CCP,10
DTC PRI CCT DTCP NNC,10
VBTR CCP VBW DTC,10
VBN RBI_CCP NNC,10
DTC JJN CCP NNC,10
NNC CCT NNP LM VBTS CCB,10
JJD_CCP NNC CCT VBOF,10
VBTF CCB NNC CCT NNC,10
CCT NNC LM VBTS CCP,10
RBI CCT NNC_PMC,10
DTC NNC CCB NNC RBW,10
LM VBTS CCP DTC DTCP NNC LM,10
JJN_CCP NNC RBW_CCP,10
VBTS CCB JJN CCP NNC,10
DTP NNP NNP CCT DTCP,10
RBW_CCP NNP CCP DTC,10
VBOF RBW CCT NNC,10
NNP LM VBTS CCP DTC DTCP NNC,10
JJD CCP NNC CCB NNP_PMC,10
DTCP NNC CCT VBOF,10
DTC DTCP NNC LM VBTR CCB,10
CCP PRO LM VBTS CCT,10
CCB NNC CCT DTCP NNC CCP,10
LM DTC JJD_CCP NNC,10
LM VBS RBI_CCP,10
NNC CCT NNP RBW,10
PRSP_CCP NNC VBW,10
DTC VBTR_VBAF CCT,10
JJN_CCP NNC CCP VBTS CCT,10
CDB CCP NNC CCT CCT,10
VBTS RBW CCB NNP,10
JJD CCP NNC CCT NNP_PMP,10
LM DTC JJD_CCP,10
CCB CDB CCP DTCP NNC,10
CCT NNC CCB NNC PMS NNC,10
VBTS CCB DTCP NNC CCT NNC,10
CCP NNC LM JJD,10
CCP VBTR CCB NNC_PMC,10
NNC LM RBL CCT,10
NNC CCA NNC CCT DTCP,10
NNC DTC VBTS RBW_CCP,10
JJN_CCP NNC CCT CCT,10
CCP NNC LM RBD_CCP,10
CCB NNC CCB NNC CCP DTP NNP,10
PRI_CCP VBTR CCB,10
CCT NNC JJN_CCP,10
CCT CCT NNC CCB NNC_PMP,10
NNP CCP VBTS DTC,10
RBL CCT PRI_PMS NNCA,10
JJN PMS CDB CCB NNP CCA,10
LM VBTS CCP DTC NNC CCB NNC,10
NNP DTC NNC LM,10
CCT JJD CCP NNC CCT NNC CCB,10
LM VBAF CCT NNC_PMC,10
RBW_CCP CDB CCA VBTS,10
NNC CCA DTC NNC LM,10
NNP CCP DTP NNP_NNPA,10
NNC CCB DTC DTCP NNC,10
PRO LM VBTS CCT NNC,10
PRO LM RBD_CCP,10
RBI CCT PRI_CCP,10
RBW DTC NNC_CCP,10
DTP NNP CCP VBOF DTC,10
DTCP NNC CCP VBTS PMS NNC,10
VBOF DTC NNC CCT CCT,10
VBOF CCB NNP DTC NNP,10
PMS_ DTC NNP,10
NNP CCB NNC CCP,10
RBR CCT NNC CCB DTCP,10
DTC NNC RBL CCT NNC,10
CCP DTP NNP LM RBF,10
DTC DTCP NNC CCP DTC,10
DTCP NNC CCB DTCP NNC CCT,10
VBTS DTC DTCP NNC CCP,10
NNC CCP PRSP_CCP VBTS,10
CCA DTC PRSP_CCP DTCP,10
NNP LM VBTS JJD,10
LM VBTS CCB CDB CCP,10
NNC CCP VBTS CCT CCT,10
CCB NNP CCA NNP CCP,10
NNC RBL CCT JJD CCP,10
CCB NNC CCP DTP NNP NNP_PMP,10
CCT JJD_CCP JJN_CCP,10
PRSP_CCP NNC JJD,10
VBTS CCT NNC CCB DTCP NNC,10
DTC CDB PMS NNC_CCP,10
DTPP NNP CCA NNP LM,10
CCB NNC LM VBTR_VBAF,10
CCR PMS NNC CCT NNP,10
CCP PRP LM VBTS,10
NNC CCB VBTR_CCP NNC,10
VBTS RBI CCT NNC,10
CCB DTCP NNC CCB NNP NNP,10
PRI RBI_CCP NNC_PMP,10
CCT JJD_CCP FW,10
CCA CCT JJD_CCP,10
LM VBTS CCB DTCP NNC CCP,10
NNC CCB PRI_CCP NNC_PMC,10
CCT DTCP NNC CCP VBTR_VBAF,10
NNC CCP DTC NNPA,10
NNP CCT CCR PMS,10
NNC CCT CCT JJN_CCP,10
CCB NNP NNP LM VBTS CCB,10
NNC_CCP NNP CCP DTP,10
CCT CCT JJN_CCP NNC,10
NNP CCT VBOF DTC NNC,10
CCT FW CCP NNC,10
VBTR CCB JJN_CCP NNC,10
FW CCA DTC NNC,10
DTC VBTS CCP NNC CCB,10
CCT NNC CCP VBH NNC,10
CCT JJD CCB NNC_PMP,10
DTCP NNC RBL CCT NNP NNP,10
VBAF CCT JJD CCB,10
DTC VBTS RBL CCT,10
CCB NNC CCP VBTS CCB,10
JJN CCP DTCP NNC,10
PRSP_CCP JJD_CCP NNC CCP,10
DTCP NNC RBL CCT NNC CCB,10
CCB NNP DTC PRSP_CCP NNC,10
CCB RBW_CCP NNC,10
PRI_CCP NNC DTC VBAF,10
NNP LM VBTS DTP,10
VBOF CCP NNC CCB,10
LM VBTR_CCP VBTF,10
CCT NNC CCB_PMS,10
CCT DTCP NNC RBL CCT,10
PRQ_CCP NNC CCB NNP,10
NNC CCT DTCP NNC CCB DTCP,10
DTC DTCP VBTS LM,10
NNP CCT NNC CCB CDB,10
JJD_CCP NNC CCT JJD,10
DTC DTCP NNC CCB NNC LM VBTR,10
PRS CCT PRI_CCP,10
CCB FW CCT NNC CCB,10
VBTS CCT PRSP CCP,10
NNC DTC NNC CCT NNC CCB,10
VBTR DTC NNC CCP,10
JJD CCP NNC CCP DTP,10
DTC NNP NNP CCP DTP NNP,10
DTC NNP NNP CCP DTP,10
VBOF CCB NNC CCB NNP,10
NNC CCB NNC CCT NNP CCB NNP,10
CCA DTC NNP CCB NNP,10
LM VBTR_VBAF CCT DTCP,10
VBTS RBI DTC NNC LM,10
NNC_CCP NNP CCP DTP NNP,10
PMS NNC_CCP FW,10
JJD CCP VBTR CCB,10
DTC DTCP NNC CCB NNP NNP LM,10
DTP NNP CCA DTC PRSP_CCP,10
CCB NNPA CCP VBOF,10
DTC NNC CCB DTCP NNP,10
DTC VBW CCB NNC,10
FW CCB NNC_PMC,10
DTC NNC LM VBTS DTC,10
NNC DTC PRI_CCP NNC,10
CCA VBTS DTC NNC CCT,10
LM VBTR_CCP VBW,10
NNC CCB PRSP_CCP NNC LM,10
CDB CCB RBW CCT JJD CCP,10
DTC PRI_CCP DTCP NNC LM,10
CCB JJD_CCP NNC CCT NNP,10
PRO LM NNC CCB,10
CDB CCT JJD CCP,10
NNC_CCP NNP CCT NNP,10
DTC DTCP NNC CCT NNP LM,10
CCB PMS CDB NNC,10
NNP VBW DTC NNC,10
PMS_ PRO LM PRI_CCP,10
PRI_CCP NNC CCT NNC CCB DTCP,10
VBTR CCB DTCP NNC_CCP,10
CCA DTC NNC CCB NNC LM,10
VBTS CCT CCR PMS,10
CCT PRI_CCP CCR,10
NNP LM RBD_CCP JJD,10
CCB NNC CCA RBF,10
CCB NNC CCB NNC CCP VBTS,10
VBS_CCP VBOF DTC,10
VBOF DTC NNC CCB NNC CCB,10
NNP LM VBTS NNC CCB,10
JJD_CCP NNC CCP VBTR_VBAF,10
PMS NNC CCT PRSP,10
DTC DTCP NNC LM RBD CCP,10
VBS_CCP VBW CCB,10
NNP LM VBTS CCT DTCP,10
NNC CCT PRI_CCP JJD_CCP NNC,10
CDB NNC_CCP NNC_PMC,10
LM VBTS_CCP VBAF CCB,10
DTC DTCP NNC LM JJD,10
DTP NNP CCP VBTR,10
DTP NNP NNP CCB NNP_PMC,10
CCP VBOF DTC PRSP_CCP NNC,10
NNC PMS NNC_CCP JJD,10
NNC_CCP PRO LM RBF,10
CCB NNC_CCP NNC CCB NNP,10
DTC NNPA LM VBTS CCB,10
NNC CCB NNC CCA NNC_PMC,10
CCB PRQ_CCP NNC CCB,10
CCB JJD_CCP JJD_CCP NNC,10
NNC CCP VBOF RBW,10
NNP NNP LM VBTS CCT NNC CCB,10
CCB NNP LM VBOF,10
NNP NNP DTC VBTS CCT,10
CCT PRI_CCP CCR PMS,10
NNC CCT VBTS CCP,10
DTC CDB NNC_CCP NNC CCP,10
LM VBTS NNC CCT NNC CCB,10
CCT JJD CCP NNC CCA,10
CCT NNC CCB JJD_CCP NNC_PMP,10
DTP NNP NNP LM VBTS PMS,10
DTC VBTR CCB NNC,10
CCA PRI_CCP NNC CCT,10
VBAF CCT CDB PMS,10
NNC LM RBF VBTF,10
DTC DTCP NNC LM VBS,10
VBW CCT PRI_CCP NNC,10
JJN PMS CDB CCP NNC CCB,10
NNP NNP DTC JJD_CCP,10
LM VBTS CCB RBF,10
RBD_CCP VBOF CCT,10
PRI_CCP NNC JJD CCT,10
NNP CCA PRO LM,10
NNC CCA JJD_CCP NNC CCB,10
NNC CCB VBTR CCP,10
CCB VBTR CCP NNC,10
CCB NNP CCT NNP NNP_PMC,10
CCT VBTF CCP NNC_PMP,10
NNC CCB VBN_CCP NNC,10
JJN_CCP JJD CCP NNC CCB,10
JJD_CCP NNC CCB NNP NNP CCT,10
NNC CCB NNC RBW CCT,10
RBW_CCP NNC CCB NNC_PMP,10
PRSP_CCP NNC CCT NNC_PMP,10
JJN CCP NNC DTC VBTS,10
CCT NNC CCB DTC,10
PRO LM VBOF CCB,10
VBTR CCT NNC CCB DTCP NNC,10
NNP CCT PRSP_CCP NNC CCT,10
PRSP_CCP NNC CCA NNC,10
CCB NNP NNP CCP DTP NNP NNP_PMC,10
DTCP VBH PMS NNC CCB,10
LM VBAF CCP CCT,10
DTC NNP LM VBTR CCT,10
NNC CCB PRI_CCP NNC_CCP,10
CCB DTCP NNC LM VBTR,10
NNC_CCP JJD CCP NNP,10
NNC CCB NNP NNP CCT NNC,10
VBAF DTP NNP CCT,10
NNC RBW_CCP JJN PMS CDB CCB,10
CCB NNC CCP VBTR_VBAF CCT,10
LM VBTS PMS VBOF,10
DTCP NNC LM VBW,10
CCB NNC CCT CCT DTCP NNC,10
NNC CCA NNC CCB NNP,10
DTC DTCP NNC CCB NNPA,10
PRI CCB DTCP NNC CCT,10
NNP CCP DTP NNP NNP NNP LM,10
VBOF DTC DTCP NNC CCA,10
VBW CCB DTCP JJD_CCP,10
NNC CCP VBTR LM,10
DTC DTCP FW CCP,10
DTC NNP LM VBTR_VBAF,10
CCT NNC CCB FW_PMP,10
CCA JJD_CCP NNC_PMC,10
DTC PRSP_CCP NNC CCT CCT,10
CCT NNC CCB VBOF,10
NNC RBR CCT NNP,10
PRI CCT DTCP NNC CCP,10
CCT NNP CCP DTP NNP NNP LM,10
JJD_CCP NNC CCB NNP CCA,10
NNC_CCP NNC LM VBTS CCT,10
PRS LM VBTS CCT NNC,10
NNC LM VBTS RBD,10
PRI RBI_CCP DTCP NNC_PMP,10
DTC NNC CCB NNC LM RBF,10
DTC JJD_CCP NNC CCB DTCP NNC,10
VBTS CCR CCT NNC CCB,10
JJD CCP NNC CCB NNC_PMC,10
CCT DTCP NNC CCP VBH NNC,10
VBW CCB JJD_CCP NNC CCT,10
DTC DTCP NNC_CCP VBH,10
RBF VBAF CCT NNC,10
DTC DTCP NNC JJC CCB,10
NNC CCT PRI_CCP NNP,10
PRO DTC PRSP_CCP,10
CCP VBTS PRP DTC,10
DTCP NNC CCB NNP_CCP,10
CCT NNC CCA DTCP,10
JJD_CCP DTCP NNC CCA,10
LM VBTS_CCP VBH,10
NNC CCT NNPA_PMP,10
CCP VBTR CCT NNC_PMP,10
CDB PMS NNC_CCP PMS NNC CCP NNC,10
VBOF CCT NNC CCB NNC,10
PRSP_CCP NNC LM RBF,10
CCP NNC CCB NNP_CCP,10
NNC LM VBTS CCB CDB,10
DTP NNP DTC DTCP,10
NNC CCB JJD_CCP DTCP NNC,10
CCT CCT DTCP NNC_PMP,10
DTC NNC LM VBTS_CCP,10
JJN_CCP NNC DTC NNC,10
NNC CCP VBTS CCT DTCP,10
NNP CCA CCT NNC,10
DTP NNP CCA CCB,10
CCP VBTR_VBAF CCT DTCP NNC,10
LM VBAF CCB PRI_CCP,10
CCB DTC PRI RBI_CCP,10
VBAF CCT DTCP NNC CCT,10
DTCP NNC CCT JJD_CCP NNC,10
NNP LM VBTR RBI,10
PMS_ RBF PRS,10
NNC CCB JJD CCP DTCP,10
CCB NNPA LM VBTR,10
PRI_CCP CDB PMS NNC_CCP NNC,10
JJN_CCP NNC DTC VBTS CCT,10
DTC PRSP_CCP DTCP NNC_PMP,10
CCT NNC CCP RBL,10
CCP NNC CCR CCT,10
RBI DTC NNC_CCP,10
PRO LM VBW CCT,10
FW CCB NNP_PMC,10
NNC CCP RBM VBOF,10
NNC RBW DTC DTCP,10
DTC PRI CCB DTCP NNC LM,10
VBTF CCB JJD CCP,10
CCT CCT JJD_CCP NNC CCT,10
LM VBTS PMS FW,10
VBTS CCB NNPA NNP,10
JJN_CCP JJD_CCP NNC CCP,10
CCB NNC PMS NNP,10
CCB NNC LM VBTS PMS,10
NNC CCT JJCC_CCP,10
NNC CCB NNC RBL CCT NNC,10
PRI_CCP DTCP NNC DTC,10
NNC CCB NNP LM VBTF,10
PRSP_CCP VBTS CCT,10
PRS DTC PRI_CCP NNC,10
CCB NNC CCB DTCP NNC CCP,10
CCT PRI_CCP NNC PMS,10
NNC CCA DTCP NNC CCB NNC,10
VBAF DTC NNP CCT,10
CCP NNC LM VBTR CCB,10
CCB PRQ_CCP NNC_CCP,10
CCA VBOF DTC NNC CCT,10
CCB CDB NNC_PMC,10
CCT NNC CCB PRSP_CCP NNC CCT,10
CCP NNC CCT NNC CCA,10
CDB NNC_CCP JJD,10
CCT CCT NNC CCB DTCP NNC,10
DTC VBTS CCR CCT,10
LM VBOF CCB DTCP,10
DTCP JJD CCP DTCP NNC,10
DTCP JJD_CCP NNC DTC,10
CCB PRSP_CCP DTCP NNC CCT,10
VBTR CCT NNP CCB,10
NNC CCT NNP CCA DTC,10
CCT NNC CCB PRI_CCP NNC_PMP,10
CCB DTC NNC CCT,10
PMS NNC CCP DTP NNP,10
JJCS_CCP JJD CCT,10
CCT JJD_CCP CCR PMS,10
NNC CCP VBTS PMS NNC CCB,10
JJD DTC PRSP_CCP NNC,10
CCB NNC LM VBTS CCT NNC,10
DTCP NNC CCB JJN_CCP,10
JJD_CCP NNC CCB NNP CCP DTP,10
LM VBS_CCP VBOF,10
LM VBOF CCT NNC,10
DTP NNP NNP CCB NNP LM,10
VBTR_VBAF CCT JJD CCP,10
CCT NNC DTP NNP_PMC,10
CCT JJN PMS CDB NNC,10
NNC CCB NNP CCP DTC NNC,10
CCT NNC CCB NNP CCA CCB,10
PMS_ VBN_CCP,10
VBTS CCB NNC PMS,10
CCB NNC_CCP NNP LM,10
LM VBAF CCT NNP NNP,10
CCT DTCP NNC PMS NNC,10
NNP LM VBTR CCP DTC,10
PMS NNC LM VBTR,10
DTC NNP LM VBAF CCT,10
DTC FW CCB NNP,10
DTC JJN_CCP DTCP,10
NNC CCB NNC CCT VBOF,10
PMS NNC_CCP JJD CCP,10
PRI CCB CDB CCP,10
RBD_CCP VBTF CCB,10
NNC RBL DTP NNP,10
PMS CDB CCB NNP CCA,10
JJN_CCP NNC_CCP NNC CCT,10
PRO CCT PRSP_CCP,10
PRI_CCP JJD PMS,10
CCT DTCP NNP_CCP,10
NNC CCB CCR PMS NNC CCT,10
CCP NNC CCB VBOF,10
VBTS PRS DTC DTCP,10
DTC NNC CCB NNP LM VBAF,10
VBOF DTC DTCP JJD_CCP NNC,10
DTCP NNC_CCP VBTR CCT,10
NNC CCB NNC CCP VBTR_VBAF,10
NNP NNP CCA DTC NNC CCB,10
VBTS CCB CCR PMS,10
NNC CCP JJD CCT NNC,10
VBTS CCB JJCC CCT,10
CCT PRI_CCP NNC CCP NNC,10
CCT VBTS CCB NNC,10
CCT NNC CCB NNP CCT NNC CCB,10
DTCP NNC RBK RBQ DTC,10
VBOF DTC DTCP NNC_PMP,10
CCB NNP CCA DTC NNC,10
DTC NNP CCB NNC,10
CCT NNP_CCP NNP CCA,10
CCT VBOF DTC JJD_CCP,10
CCA JJD_CCP NNC CCP,10
DTC DTCP NNC RBR CCT,10
JJD_CCP NNC CCB VBW,10
JJD CCT NNP_CCP,10
DTCP NNC CCP DTC DTCP NNC,10
NNC DTC VBTS CCT PRI_CCP,10
JJD CCP NNC CCB NNP_PMP,10
DTCP NNC CCT NNC CCB DTCP,10
PRQ_CCP NNC LM,10
VBTF CCT JJD_CCP NNC,10
NNC_CCP CDB CCA,10
VBTS PRS DTC PRSP_CCP NNC,10
DTCP NNC CCP NNC CCB,10
LM VBTS RBI_PMC,10
NNP CCP DTC PRSP_CCP,10
DTC NNC CCT NNC LM VBTS,10
NNC CCB DTCP NNP CCP,10
VBTS RBI DTC NNP,10
CCT NNC CCB JJN_CCP NNC CCT,10
PMS NNC CCP VBTR,10
CCB DTCP NNC DTC DTCP NNC,10
CDB CCB NNP CCA,10
NNC LM VBTS CCB PRI_CCP,10
CCR PMS NNC DTP,10
NNC CCT PRSP_CCP NNC CCP,10
DTP NNP LM VBOF,10
JJCS_JJD CCP NNC CCP,10
NNC_CCP CDB RBW,10
CDB CCP DTCP NNC_PMP,10
RBR CCT NNC CCB NNP NNP,10
NNP CCP DTC JJD_CCP NNC,10
NNC CCB NNP RBL CCT,10
DTC NNP RBW_CCP,10
CCR PMS NNC DTP NNP,10
NNC RBW PRS LM,10
LM VBTS CCT CCT NNC,10
