N-Gram_ID,N-Gram_Size,RoughPOS_N-Gram,DetailedPOS_N-Gram,N-Gram,Lemma_N-Gram
004907,5,CC.* PR.* PR.* CC.* JJ.*,CCT PRSP PRL CCT JJD,sa atin dito sa mataas,sa atin dito sa mataas
004908,5,PR.* PR.* CC.* JJ.* CC.*,PRSP PRL CCT JJD CCP,atin dito sa mataas na,atin dito sa mataas na
004909,5,PR.* CC.* JJ.* CC.* NN.*_PM.*,PRL CCT JJD CCP NNC_PMP,dito sa mataas na paaralan.,dito sa mataas na paaralan.
004910,6,CC.* DT.* NN.* PR.* DT.* PR.*,CCT DTC NNC_CCP PRO DTC PRI,pero ang kasabihang ito ang isa,pero ang kasabihang ito ang isa
004911,6,DT.* NN.* PR.* DT.* PR.* CC.*,DTC NNC_CCP PRO DTC PRI CCT,ang kasabihang ito ang isa sa,ang kasabihang ito ang isa sa
004912,6,NN.* PR.* DT.* PR.* CC.* DT.*,NNC_CCP PRO DTC PRI CCT DTCP,kasabihang ito ang isa sa mga,kasabihang ito ang isa sa mga
004913,6,PR.* DT.* PR.* CC.* DT.* JJ.*,PRO DTC PRI CCT DTCP JJCS_JJD,ito ang isa sa mga pinakaimportante,ito ang isa sa mga pinakaimportante
004914,6,DT.* PR.* CC.* DT.* JJ.* CC.*,DTC PRI CCT DTCP JJCS_JJD CCP,ang isa sa mga pinakaimportante na,ang isa sa mga pinakaimportante na
004915,6,PR.* CC.* DT.* JJ.* CC.* VB.*,PRI CCT DTCP JJCS_JJD CCP VBTS,isa sa mga pinakaimportante na naipakilala,isa sa mga pinakaimportante na naipakilala
004916,6,CC.* DT.* JJ.* CC.* VB.* CC.*,CCT DTCP JJCS_JJD CCP VBTS CCT,sa mga pinakaimportante na naipakilala sa,sa mga pinakaimportante na naipakilala sa
004917,6,DT.* JJ.* CC.* VB.* CC.* PR.*,DTCP JJCS_JJD CCP VBTS CCT PRSP,mga pinakaimportante na naipakilala sa atin,mga pinakaimportante na naipakilala sa atin
004918,6,JJ.* CC.* VB.* CC.* PR.* PR.*,JJCS_JJD CCP VBTS CCT PRSP PRL,pinakaimportante na naipakilala sa atin dito,pinakaimportante na naipakilala sa atin dito
004919,6,CC.* VB.* CC.* PR.* PR.* CC.*,CCP VBTS CCT PRSP PRL CCT,na naipakilala sa atin dito sa,na naipakilala sa atin dito sa
004920,6,VB.* CC.* PR.* PR.* CC.* JJ.*,VBTS CCT PRSP PRL CCT JJD,naipakilala sa atin dito sa mataas,naipakilala sa atin dito sa mataas
004921,6,CC.* PR.* PR.* CC.* JJ.* CC.*,CCT PRSP PRL CCT JJD CCP,sa atin dito sa mataas na,sa atin dito sa mataas na
004922,6,PR.* PR.* CC.* JJ.* CC.* NN.*_PM.*,PRSP PRL CCT JJD CCP NNC_PMP,atin dito sa mataas na paaralan.,atin dito sa mataas na paaralan.
004923,7,CC.* DT.* NN.* PR.* DT.* PR.* CC.*,CCT DTC NNC_CCP PRO DTC PRI CCT,pero ang kasabihang ito ang isa sa,pero ang kasabihang ito ang isa sa
004924,7,DT.* NN.* PR.* DT.* PR.* CC.* DT.*,DTC NNC_CCP PRO DTC PRI CCT DTCP,ang kasabihang ito ang isa sa mga,ang kasabihang ito ang isa sa mga
004925,7,NN.* PR.* DT.* PR.* CC.* DT.* JJ.*,NNC_CCP PRO DTC PRI CCT DTCP JJCS_JJD,kasabihang ito ang isa sa mga pinakaimportante,kasabihang ito ang isa sa mga pinakaimportante
004926,7,PR.* DT.* PR.* CC.* DT.* JJ.* CC.*,PRO DTC PRI CCT DTCP JJCS_JJD CCP,ito ang isa sa mga pinakaimportante na,ito ang isa sa mga pinakaimportante na
004927,7,DT.* PR.* CC.* DT.* JJ.* CC.* VB.*,DTC PRI CCT DTCP JJCS_JJD CCP VBTS,ang isa sa mga pinakaimportante na naipakilala,ang isa sa mga pinakaimportante na naipakilala
004928,7,PR.* CC.* DT.* JJ.* CC.* VB.* CC.*,PRI CCT DTCP JJCS_JJD CCP VBTS CCT,isa sa mga pinakaimportante na naipakilala sa,isa sa mga pinakaimportante na naipakilala sa
004929,7,CC.* DT.* JJ.* CC.* VB.* CC.* PR.*,CCT DTCP JJCS_JJD CCP VBTS CCT PRSP,sa mga pinakaimportante na naipakilala sa atin,sa mga pinakaimportante na naipakilala sa atin
004930,7,DT.* JJ.* CC.* VB.* CC.* PR.* PR.*,DTCP JJCS_JJD CCP VBTS CCT PRSP PRL,mga pinakaimportante na naipakilala sa atin dito,mga pinakaimportante na naipakilala sa atin dito
004931,7,JJ.* CC.* VB.* CC.* PR.* PR.* CC.*,JJCS_JJD CCP VBTS CCT PRSP PRL CCT,pinakaimportante na naipakilala sa atin dito sa,pinakaimportante na naipakilala sa atin dito sa
004932,7,CC.* VB.* CC.* PR.* PR.* CC.* JJ.*,CCP VBTS CCT PRSP PRL CCT JJD,na naipakilala sa atin dito sa mataas,na naipakilala sa atin dito sa mataas
004933,7,VB.* CC.* PR.* PR.* CC.* JJ.* CC.*,VBTS CCT PRSP PRL CCT JJD CCP,naipakilala sa atin dito sa mataas na,naipakilala sa atin dito sa mataas na
004934,7,CC.* PR.* PR.* CC.* JJ.* CC.* NN.*_PM.*,CCT PRSP PRL CCT JJD CCP NNC_PMP,sa atin dito sa mataas na paaralan.,sa atin dito sa mataas na paaralan.
004935,3,PR.* RB.* VB.*,PRS RBW VBTS_VBOF,ko noon dyan,ko noon dyan
004936,3,RB.* VB.* RB.*,RBW VBTS_VBOF RBI,noon dyan lang,noon dyan lang
004937,3,RB.* PR.* VB.*_PM.*,RBI PRS VBTR_PMP,naman ako nagkaproblema.,naman ako nagkaproblema.
004938,4,VB.* VB.* CC.* VB.*,VBS VBTR CCR VBTS,sana naintindihan kasi naalala,sana naintindihan kasi naalala
004939,4,VB.* CC.* VB.* PR.*,VBTR CCR VBTS PRS,naintindihan kasi naalala ko,naintindihan kasi naalala ko
004940,4,CC.* VB.* PR.* RB.*,CCR VBTS PRS RBW,kasi naalala ko noon,kasi naalala ko noon
004941,4,VB.* PR.* RB.* VB.*,VBTS PRS RBW VBTS_VBOF,naalala ko noon dyan,naalala ko noon dyan
004942,4,PR.* RB.* VB.* RB.*,PRS RBW VBTS_VBOF RBI,ko noon dyan lang,ko noon dyan lang
004943,4,RB.* VB.* RB.* RB.*,RBW VBTS_VBOF RBI RBI,noon dyan lang naman,noon dyan lang naman
004944,4,VB.* RB.* RB.* PR.*,VBTS_VBOF RBI RBI PRS,dyan lang naman ako,dyan lang naman ako
004945,4,RB.* RB.* PR.* VB.*_PM.*,RBI RBI PRS VBTR_PMP,lang naman ako nagkaproblema.,lang naman ako nagkaproblema.
004946,5,VB.* VB.* CC.* VB.* PR.*,VBS VBTR CCR VBTS PRS,sana naintindihan kasi naalala ko,sana naintindihan kasi naalala ko
004947,5,VB.* CC.* VB.* PR.* RB.*,VBTR CCR VBTS PRS RBW,naintindihan kasi naalala ko noon,naintindihan kasi naalala ko noon
004948,5,CC.* VB.* PR.* RB.* VB.*,CCR VBTS PRS RBW VBTS_VBOF,kasi naalala ko noon dyan,kasi naalala ko noon dyan
004949,5,VB.* PR.* RB.* VB.* RB.*,VBTS PRS RBW VBTS_VBOF RBI,naalala ko noon dyan lang,naalala ko noon dyan lang
004950,5,PR.* RB.* VB.* RB.* RB.*,PRS RBW VBTS_VBOF RBI RBI,ko noon dyan lang naman,ko noon dyan lang naman
004951,5,RB.* VB.* RB.* RB.* PR.*,RBW VBTS_VBOF RBI RBI PRS,noon dyan lang naman ako,noon dyan lang naman ako
004952,5,VB.* RB.* RB.* PR.* VB.*_PM.*,VBTS_VBOF RBI RBI PRS VBTR_PMP,dyan lang naman ako nagkaproblema.,dyan lang naman ako nagkaproblema.
004953,6,VB.* VB.* CC.* VB.* PR.* RB.*,VBS VBTR CCR VBTS PRS RBW,sana naintindihan kasi naalala ko noon,sana naintindihan kasi naalala ko noon
004954,6,VB.* CC.* VB.* PR.* RB.* VB.*,VBTR CCR VBTS PRS RBW VBTS_VBOF,naintindihan kasi naalala ko noon dyan,naintindihan kasi naalala ko noon dyan
004955,6,CC.* VB.* PR.* RB.* VB.* RB.*,CCR VBTS PRS RBW VBTS_VBOF RBI,kasi naalala ko noon dyan lang,kasi naalala ko noon dyan lang
004956,6,VB.* PR.* RB.* VB.* RB.* RB.*,VBTS PRS RBW VBTS_VBOF RBI RBI,naalala ko noon dyan lang naman,naalala ko noon dyan lang naman
004957,6,PR.* RB.* VB.* RB.* RB.* PR.*,PRS RBW VBTS_VBOF RBI RBI PRS,ko noon dyan lang naman ako,ko noon dyan lang naman ako
004958,6,RB.* VB.* RB.* RB.* PR.* VB.*_PM.*,RBW VBTS_VBOF RBI RBI PRS VBTR_PMP,noon dyan lang naman ako nagkaproblema.,noon dyan lang naman ako nagkaproblema.
004959,7,VB.* VB.* CC.* VB.* PR.* RB.* VB.*,VBS VBTR CCR VBTS PRS RBW VBTS_VBOF,sana naintindihan kasi naalala ko noon dyan,sana naintindihan kasi naalala ko noon dyan
004960,7,VB.* CC.* VB.* PR.* RB.* VB.* RB.*,VBTR CCR VBTS PRS RBW VBTS_VBOF RBI,naintindihan kasi naalala ko noon dyan lang,naintindihan kasi naalala ko noon dyan lang
004961,7,CC.* VB.* PR.* RB.* VB.* RB.* RB.*,CCR VBTS PRS RBW VBTS_VBOF RBI RBI,kasi naalala ko noon dyan lang naman,kasi naalala ko noon dyan lang naman
004962,7,VB.* PR.* RB.* VB.* RB.* RB.* PR.*,VBTS PRS RBW VBTS_VBOF RBI RBI PRS,naalala ko noon dyan lang naman ako,naalala ko noon dyan lang naman ako
004963,7,PR.* RB.* VB.* RB.* RB.* PR.* VB.*_PM.*,PRS RBW VBTS_VBOF RBI RBI PRS VBTR_PMP,ko noon dyan lang naman ako nagkaproblema.,ko noon dyan lang naman ako nagkaproblema.
004964,2,PR.* NN.*_PM.*,PRSP_CCP NNC_PMP,kanyang papa.,kanyang papa.
004965,3,RB.* DT.* PR.*,RBI DTC PRSP_CCP,na ang kanyang,na ang kanyang
004966,3,DT.* PR.* NN.*_PM.*,DTC PRSP_CCP NNC_PMP,ang kanyang papa.,ang kanyang papa.
004967,4,JJ.* RB.* DT.* PR.*,JJCC RBI DTC PRSP_CCP,lalo na ang kanyang,lalo na ang kanyang
004968,4,RB.* DT.* PR.* NN.*_PM.*,RBI DTC PRSP_CCP NNC_PMP,na ang kanyang papa.,na ang kanyang papa.
004969,5,JJ.* RB.* DT.* PR.* NN.*_PM.*,JJCC RBI DTC PRSP_CCP NNC_PMP,lalo na ang kanyang papa.,lalo na ang kanyang papa.
004970,3,VB.* RB.* PR.*,VBN RBI PRS_CCP,wala pa siyang,wala pa siyang
004971,3,RB.* PR.* VB.*,RBI PRS_CCP VBTR,pa siyang nagiging,pa siyang nagiging
004972,3,PR.* VB.* NN.*_PM.*,PRS_CCP VBTR NNC_PMP,siyang nagiging boyfriend.,siyang nagiging boyfriend.
004973,4,VB.* RB.* PR.* VB.*,VBN RBI PRS_CCP VBTR,wala pa siyang nagiging,wala pa siyang nagiging
004974,4,RB.* PR.* VB.* NN.*_PM.*,RBI PRS_CCP VBTR NNC_PMP,pa siyang nagiging boyfriend.,pa siyang nagiging boyfriend.
004975,5,VB.* RB.* PR.* VB.* NN.*_PM.*,VBN RBI PRS_CCP VBTR NNC_PMP,wala pa siyang nagiging boyfriend.,wala pa siyang nagiging boyfriend.
004976,3,VB.* CC.* NN.*_PM.*,VBTS CCB NNC_PMP,idinidikta ng ama.,idinidikta ng ama.
004977,4,PR.* NN.* PR.* LM,PRI NNC PRS LM,Bawat kilos niya ay,Bawat kilos niya ay
004978,4,NN.* PR.* LM VB.*,NNC PRS LM VBTS,kilos niya ay idinidikta,kilos niya ay idinidikta
004979,4,PR.* LM VB.* CC.*,PRS LM VBTS CCB,niya ay idinidikta ng,niya ay idinidikta ng
004980,4,LM VB.* CC.* NN.*_PM.*,LM VBTS CCB NNC_PMP,ay idinidikta ng ama.,ay idinidikta ng ama.
004981,5,PR.* NN.* PR.* LM VB.*,PRI NNC PRS LM VBTS,Bawat kilos niya ay idinidikta,Bawat kilos niya ay idinidikta
004982,5,NN.* PR.* LM VB.* CC.*,NNC PRS LM VBTS CCB,kilos niya ay idinidikta ng,kilos niya ay idinidikta ng
004983,5,PR.* LM VB.* CC.* NN.*_PM.*,PRS LM VBTS CCB NNC_PMP,niya ay idinidikta ng ama.,niya ay idinidikta ng ama.
004984,6,PR.* NN.* PR.* LM VB.* CC.*,PRI NNC PRS LM VBTS CCB,Bawat kilos niya ay idinidikta ng,Bawat kilos niya ay idinidikta ng
004985,6,NN.* PR.* LM VB.* CC.* NN.*_PM.*,NNC PRS LM VBTS CCB NNC_PMP,kilos niya ay idinidikta ng ama.,kilos niya ay idinidikta ng ama.
004986,7,PR.* NN.* PR.* LM VB.* CC.* NN.*_PM.*,PRI NNC PRS LM VBTS CCB NNC_PMP,Bawat kilos niya ay idinidikta ng ama.,Bawat kilos niya ay idinidikta ng ama.
004987,3,RB.* PR.* VB.*_PM.*,RBI PRS VBTS_PMC,"pa niya nakilala,",pa niya nakilala
004988,4,PR.* NN.* CC.* CC.*,PRI_CCP NNC CCP CCT,Isang lalaki na kahit,Isang lalaki na kahit
004989,4,NN.* CC.* CC.* PR.*,NNC CCP CCT PRQ,lalaki na kahit kailan,lalaki na kahit kailan
004990,4,CC.* CC.* PR.* LM,CCP CCT PRQ LM,na kahit kailan ay,na kahit kailan ay
004991,4,CC.* PR.* LM RB.*,CCT PRQ LM RBF,kahit kailan ay hindi,kahit kailan ay hindi
004992,4,PR.* LM RB.* RB.*,PRQ LM RBF RBI,kailan ay hindi pa,kailan ay hindi pa
004993,4,LM RB.* RB.* PR.*,LM RBF RBI PRS,ay hindi pa niya,ay hindi pa niya
004994,4,RB.* RB.* PR.* VB.*_PM.*,RBF RBI PRS VBTS_PMC,"hindi pa niya nakilala,",hindi pa niya nakilala
004995,5,PR.* NN.* CC.* CC.* PR.*,PRI_CCP NNC CCP CCT PRQ,Isang lalaki na kahit kailan,Isang lalaki na kahit kailan
004996,5,NN.* CC.* CC.* PR.* LM,NNC CCP CCT PRQ LM,lalaki na kahit kailan ay,lalaki na kahit kailan ay
004997,5,CC.* CC.* PR.* LM RB.*,CCP CCT PRQ LM RBF,na kahit kailan ay hindi,na kahit kailan ay hindi
004998,5,CC.* PR.* LM RB.* RB.*,CCT PRQ LM RBF RBI,kahit kailan ay hindi pa,kahit kailan ay hindi pa
004999,5,PR.* LM RB.* RB.* PR.*,PRQ LM RBF RBI PRS,kailan ay hindi pa niya,kailan ay hindi pa niya
005000,5,LM RB.* RB.* PR.* VB.*_PM.*,LM RBF RBI PRS VBTS_PMC,"ay hindi pa niya nakilala,",ay hindi pa niya nakilala
005001,6,PR.* NN.* CC.* CC.* PR.* LM,PRI_CCP NNC CCP CCT PRQ LM,Isang lalaki na kahit kailan ay,Isang lalaki na kahit kailan ay
005002,6,NN.* CC.* CC.* PR.* LM RB.*,NNC CCP CCT PRQ LM RBF,lalaki na kahit kailan ay hindi,lalaki na kahit kailan ay hindi
005003,6,CC.* CC.* PR.* LM RB.* RB.*,CCP CCT PRQ LM RBF RBI,na kahit kailan ay hindi pa,na kahit kailan ay hindi pa
005004,6,CC.* PR.* LM RB.* RB.* PR.*,CCT PRQ LM RBF RBI PRS,kahit kailan ay hindi pa niya,kahit kailan ay hindi pa niya
005005,6,PR.* LM RB.* RB.* PR.* VB.*_PM.*,PRQ LM RBF RBI PRS VBTS_PMC,"kailan ay hindi pa niya nakilala,",kailan ay hindi pa niya nakilala
005006,7,PR.* NN.* CC.* CC.* PR.* LM RB.*,PRI_CCP NNC CCP CCT PRQ LM RBF,Isang lalaki na kahit kailan ay hindi,Isang lalaki na kahit kailan ay hindi
005007,7,NN.* CC.* CC.* PR.* LM RB.* RB.*,NNC CCP CCT PRQ LM RBF RBI,lalaki na kahit kailan ay hindi pa,lalaki na kahit kailan ay hindi pa
005008,7,CC.* CC.* PR.* LM RB.* RB.* PR.*,CCP CCT PRQ LM RBF RBI PRS,na kahit kailan ay hindi pa niya,na kahit kailan ay hindi pa niya
005009,7,CC.* PR.* LM RB.* RB.* PR.* VB.*_PM.*,CCT PRQ LM RBF RBI PRS VBTS_PMC,"kahit kailan ay hindi pa niya nakilala,",kahit kailan ay hindi pa niya nakilala
005010,2,PR.* VB.*_PM.*,PRSP_CCP VBTS_VBOF_PMC,"kanyang hinangaan,",kanyang hinangaan
005011,3,NN.* DT.* PR.*,NNP DTC PRSP_CCP,Piolo ang kanyang,Piolo ang kanyang
005012,3,DT.* PR.* VB.*_PM.*,DTC PRSP_CCP VBTS_VBOF_PMC,"ang kanyang hinangaan,",ang kanyang hinangaan
005013,4,DT.* NN.* DT.* PR.*,DTP NNP DTC PRSP_CCP,Si Piolo ang kanyang,Si Piolo ang kanyang
005014,4,NN.* DT.* PR.* VB.*_PM.*,NNP DTC PRSP_CCP VBTS_VBOF_PMC,"Piolo ang kanyang hinangaan,",Piolo ang kanyang hinangaan
005015,5,DT.* NN.* DT.* PR.* VB.*_PM.*,DTP NNP DTC PRSP_CCP VBTS_VBOF_PMC,"Si Piolo ang kanyang hinangaan,",Si Piolo ang kanyang hinangaan
005016,2,JJ.* NN.*_PM.*,JJD_CCP NNC_PMP,maamong mukha.,maamong mukha.
005017,3,VB.* CC.* JJ.*,VBTR CCB JJD_CCP,nagtataglay ng maamong,nagtataglay ng maamong
005018,3,CC.* JJ.* NN.*_PM.*,CCB JJD_CCP NNC_PMP,ng maamong mukha.,ng maamong mukha.
005019,4,VB.* PR.* RB.* VB.*,VBTR PRS RBW VBW,Namalikmata siya nang makita,Namalikmata siya nang makita
005020,4,PR.* RB.* VB.* CC.*,PRS RBW VBW CCP,siya nang makita na,siya nang makita na
005021,4,RB.* VB.* CC.* DT.*,RBW VBW CCP DTC,nang makita na ang,nang makita na ang
005022,4,VB.* CC.* DT.* NN.*,VBW CCP DTC NNC,makita na ang babae,makita na ang babae
005023,4,CC.* DT.* NN.* LM,CCP DTC NNC LM,na ang babae ay,na ang babae ay
005024,4,DT.* NN.* LM VB.*,DTC NNC LM VBTR,ang babae ay nagtataglay,ang babae ay nagtataglay
005025,4,NN.* LM VB.* CC.*,NNC LM VBTR CCB,babae ay nagtataglay ng,babae ay nagtataglay ng
005026,4,LM VB.* CC.* JJ.*,LM VBTR CCB JJD_CCP,ay nagtataglay ng maamong,ay nagtataglay ng maamong
005027,4,VB.* CC.* JJ.* NN.*_PM.*,VBTR CCB JJD_CCP NNC_PMP,nagtataglay ng maamong mukha.,nagtataglay ng maamong mukha.
005028,5,VB.* PR.* RB.* VB.* CC.*,VBTR PRS RBW VBW CCP,Namalikmata siya nang makita na,Namalikmata siya nang makita na
005029,5,PR.* RB.* VB.* CC.* DT.*,PRS RBW VBW CCP DTC,siya nang makita na ang,siya nang makita na ang
005030,5,RB.* VB.* CC.* DT.* NN.*,RBW VBW CCP DTC NNC,nang makita na ang babae,nang makita na ang babae
005031,5,VB.* CC.* DT.* NN.* LM,VBW CCP DTC NNC LM,makita na ang babae ay,makita na ang babae ay
005032,5,CC.* DT.* NN.* LM VB.*,CCP DTC NNC LM VBTR,na ang babae ay nagtataglay,na ang babae ay nagtataglay
005033,5,DT.* NN.* LM VB.* CC.*,DTC NNC LM VBTR CCB,ang babae ay nagtataglay ng,ang babae ay nagtataglay ng
005034,5,NN.* LM VB.* CC.* JJ.*,NNC LM VBTR CCB JJD_CCP,babae ay nagtataglay ng maamong,babae ay nagtataglay ng maamong
005035,5,LM VB.* CC.* JJ.* NN.*_PM.*,LM VBTR CCB JJD_CCP NNC_PMP,ay nagtataglay ng maamong mukha.,ay nagtataglay ng maamong mukha.
005036,6,VB.* PR.* RB.* VB.* CC.* DT.*,VBTR PRS RBW VBW CCP DTC,Namalikmata siya nang makita na ang,Namalikmata siya nang makita na ang
005037,6,PR.* RB.* VB.* CC.* DT.* NN.*,PRS RBW VBW CCP DTC NNC,siya nang makita na ang babae,siya nang makita na ang babae
005038,6,RB.* VB.* CC.* DT.* NN.* LM,RBW VBW CCP DTC NNC LM,nang makita na ang babae ay,nang makita na ang babae ay
005039,6,VB.* CC.* DT.* NN.* LM VB.*,VBW CCP DTC NNC LM VBTR,makita na ang babae ay nagtataglay,makita na ang babae ay nagtataglay
005040,6,CC.* DT.* NN.* LM VB.* CC.*,CCP DTC NNC LM VBTR CCB,na ang babae ay nagtataglay ng,na ang babae ay nagtataglay ng
005041,6,DT.* NN.* LM VB.* CC.* JJ.*,DTC NNC LM VBTR CCB JJD_CCP,ang babae ay nagtataglay ng maamong,ang babae ay nagtataglay ng maamong
005042,6,NN.* LM VB.* CC.* JJ.* NN.*_PM.*,NNC LM VBTR CCB JJD_CCP NNC_PMP,babae ay nagtataglay ng maamong mukha.,babae ay nagtataglay ng maamong mukha.
005043,7,VB.* PR.* RB.* VB.* CC.* DT.* NN.*,VBTR PRS RBW VBW CCP DTC NNC,Namalikmata siya nang makita na ang babae,Namalikmata siya nang makita na ang babae
005044,7,PR.* RB.* VB.* CC.* DT.* NN.* LM,PRS RBW VBW CCP DTC NNC LM,siya nang makita na ang babae ay,siya nang makita na ang babae ay
005045,7,RB.* VB.* CC.* DT.* NN.* LM VB.*,RBW VBW CCP DTC NNC LM VBTR,nang makita na ang babae ay nagtataglay,nang makita na ang babae ay nagtataglay
005046,7,VB.* CC.* DT.* NN.* LM VB.* CC.*,VBW CCP DTC NNC LM VBTR CCB,makita na ang babae ay nagtataglay ng,makita na ang babae ay nagtataglay ng
005047,7,CC.* DT.* NN.* LM VB.* CC.* JJ.*,CCP DTC NNC LM VBTR CCB JJD_CCP,na ang babae ay nagtataglay ng maamong,na ang babae ay nagtataglay ng maamong
005048,7,DT.* NN.* LM VB.* CC.* JJ.* NN.*_PM.*,DTC NNC LM VBTR CCB JJD_CCP NNC_PMP,ang babae ay nagtataglay ng maamong mukha.,ang babae ay nagtataglay ng maamong mukha.
005049,4,DT.* VB.* CC.* VB.*,DTC VBAF CCP VBTS,Ang sumunod na nadama,Ang sumunod na nadama
005050,4,VB.* CC.* VB.* PR.*,VBAF CCP VBTS PRS,sumunod na nadama niya,sumunod na nadama niya
005051,4,CC.* VB.* PR.* LM,CCP VBTS PRS LM,na nadama niya ay,na nadama niya ay
005052,5,DT.* VB.* CC.* VB.* PR.*,DTC VBAF CCP VBTS PRS,Ang sumunod na nadama niya,Ang sumunod na nadama niya
005053,5,VB.* CC.* VB.* PR.* LM,VBAF CCP VBTS PRS LM,sumunod na nadama niya ay,sumunod na nadama niya ay
005054,6,DT.* VB.* CC.* VB.* PR.* LM,DTC VBAF CCP VBTS PRS LM,Ang sumunod na nadama niya ay,Ang sumunod na nadama niya ay
005055,3,CC.* DT.* NN.*,CCT DTCP NNC_CCP,sa mga babaeng,sa mga babaeng
005056,3,DT.* NN.* VB.*,DTCP NNC_CCP VBTR,mga babaeng nahuhumaling,mga babaeng nahuhumaling
005057,3,NN.* VB.* PR.*_PM.*,NNC_CCP VBTR PRL_PMP,babaeng nahuhumaling dito.,babaeng nahuhumaling dito.
005058,4,JJ.* CC.* VB.* CC.*,JJD CCP VBW CCT,takot na mapabilang sa,takot na mapabilang sa
005059,4,CC.* VB.* CC.* DT.*,CCP VBW CCT DTCP,na mapabilang sa mga,na mapabilang sa mga
005060,4,VB.* CC.* DT.* NN.*,VBW CCT DTCP NNC_CCP,mapabilang sa mga babaeng,mapabilang sa mga babaeng
005061,4,CC.* DT.* NN.* VB.*,CCT DTCP NNC_CCP VBTR,sa mga babaeng nahuhumaling,sa mga babaeng nahuhumaling
005062,4,DT.* NN.* VB.* PR.*_PM.*,DTCP NNC_CCP VBTR PRL_PMP,mga babaeng nahuhumaling dito.,mga babaeng nahuhumaling dito.
005063,5,JJ.* CC.* VB.* CC.* DT.*,JJD CCP VBW CCT DTCP,takot na mapabilang sa mga,takot na mapabilang sa mga
005064,5,CC.* VB.* CC.* DT.* NN.*,CCP VBW CCT DTCP NNC_CCP,na mapabilang sa mga babaeng,na mapabilang sa mga babaeng
005065,5,VB.* CC.* DT.* NN.* VB.*,VBW CCT DTCP NNC_CCP VBTR,mapabilang sa mga babaeng nahuhumaling,mapabilang sa mga babaeng nahuhumaling
005066,5,CC.* DT.* NN.* VB.* PR.*_PM.*,CCT DTCP NNC_CCP VBTR PRL_PMP,sa mga babaeng nahuhumaling dito.,sa mga babaeng nahuhumaling dito.
005067,6,JJ.* CC.* VB.* CC.* DT.* NN.*,JJD CCP VBW CCT DTCP NNC_CCP,takot na mapabilang sa mga babaeng,takot na mapabilang sa mga babaeng
005068,6,CC.* VB.* CC.* DT.* NN.* VB.*,CCP VBW CCT DTCP NNC_CCP VBTR,na mapabilang sa mga babaeng nahuhumaling,na mapabilang sa mga babaeng nahuhumaling
005069,6,VB.* CC.* DT.* NN.* VB.* PR.*_PM.*,VBW CCT DTCP NNC_CCP VBTR PRL_PMP,mapabilang sa mga babaeng nahuhumaling dito.,mapabilang sa mga babaeng nahuhumaling dito.
005070,7,JJ.* CC.* VB.* CC.* DT.* NN.* VB.*,JJD CCP VBW CCT DTCP NNC_CCP VBTR,takot na mapabilang sa mga babaeng nahuhumaling,takot na mapabilang sa mga babaeng nahuhumaling
005071,7,CC.* VB.* CC.* DT.* NN.* VB.* PR.*_PM.*,CCP VBW CCT DTCP NNC_CCP VBTR PRL_PMP,na mapabilang sa mga babaeng nahuhumaling dito.,na mapabilang sa mga babaeng nahuhumaling dito.
005072,3,CC.* NN.* PR.*_PM.*,CCB NNC PRL_PMP,ng simpatya rito.,ng simpatya rito.
005073,4,VB.* RB.* PR.* CC.*,VBTS RBI PRS CCT,nagtaka pa siya sa,nagtaka pa siya sa
005074,4,RB.* PR.* CC.* NN.*,RBI PRS CCT NNC,pa siya sa sarili,pa siya sa sarili
005075,4,PR.* CC.* NN.* RB.*,PRS CCT NNC RBK,siya sa sarili kung,siya sa sarili kung
005076,4,CC.* NN.* RB.* RB.*,CCT NNC RBK RBQ,sa sarili kung bakit,sa sarili kung bakit
005077,4,NN.* RB.* RB.* VB.*,NNC RBK RBQ VBTS,sarili kung bakit nakadama,sarili kung bakit nakadama
005078,4,RB.* RB.* VB.* PR.*,RBK RBQ VBTS PRS,kung bakit nakadama siya,kung bakit nakadama siya
005079,4,RB.* VB.* PR.* CC.*,RBQ VBTS PRS CCB,bakit nakadama siya ng,bakit nakadama siya ng
005080,4,VB.* PR.* CC.* NN.*,VBTS PRS CCB NNC,nakadama siya ng simpatya,nakadama siya ng simpatya
005081,4,PR.* CC.* NN.* PR.*_PM.*,PRS CCB NNC PRL_PMP,siya ng simpatya rito.,siya ng simpatya rito.
005082,5,VB.* RB.* PR.* CC.* NN.*,VBTS RBI PRS CCT NNC,nagtaka pa siya sa sarili,nagtaka pa siya sa sarili
005083,5,RB.* PR.* CC.* NN.* RB.*,RBI PRS CCT NNC RBK,pa siya sa sarili kung,pa siya sa sarili kung
005084,5,PR.* CC.* NN.* RB.* RB.*,PRS CCT NNC RBK RBQ,siya sa sarili kung bakit,siya sa sarili kung bakit
005085,5,CC.* NN.* RB.* RB.* VB.*,CCT NNC RBK RBQ VBTS,sa sarili kung bakit nakadama,sa sarili kung bakit nakadama
005086,5,NN.* RB.* RB.* VB.* PR.*,NNC RBK RBQ VBTS PRS,sarili kung bakit nakadama siya,sarili kung bakit nakadama siya
005087,5,RB.* RB.* VB.* PR.* CC.*,RBK RBQ VBTS PRS CCB,kung bakit nakadama siya ng,kung bakit nakadama siya ng
005088,5,RB.* VB.* PR.* CC.* NN.*,RBQ VBTS PRS CCB NNC,bakit nakadama siya ng simpatya,bakit nakadama siya ng simpatya
